server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_11,21:11:00,21:11:30,15962.90,1869.90,Network flood + Disk thrash suspected
server_11,21:11:10,21:11:40,15962.90,120.65,Possible DDoS
server_11,21:11:20,21:11:50,15011.34,1133.51,Possible DDoS
server_11,21:11:30,21:12:00,15011.34,1133.51,Possible DDoS
server_11,21:11:40,21:12:10,10605.43,1133.51,Possible DDoS
server_11,21:11:50,21:12:20,10605.43,908.74,Possible DDoS
server_11,21:12:00,21:12:30,10605.43,908.74,Possible DDoS
server_11,21:12:10,21:12:40,16119.92,908.74,Possible DDoS
server_11,21:12:20,21:12:50,16119.92,1721.75,Network flood + Disk thrash suspected
server_11,21:12:30,21:13:00,16119.92,1721.75,Network flood + Disk thrash suspected
server_11,21:12:40,21:13:10,6461.47,1721.75,Network flood + Disk thrash suspected
server_11,21:12:50,21:13:20,6461.47,166.86,Possible DDoS
server_11,21:13:00,21:13:30,4495.06,1444.47,Possible DDoS
server_11,21:13:10,21:13:40,4495.06,8738.21,Network flood + Disk thrash suspected
server_11,21:13:20,21:13:50,7708.48,8738.21,Network flood + Disk thrash suspected
server_11,21:13:30,21:14:00,7708.48,8738.21,Network flood + Disk thrash suspected
server_11,21:13:40,21:14:10,7708.48,164.49,Possible DDoS
server_11,21:13:50,21:14:20,5058.27,164.49,Possible DDoS
server_11,21:14:00,21:14:30,1002.02,125.07,
server_11,21:14:10,21:14:40,1002.02,137.26,
server_11,21:14:20,21:14:50,1002.02,137.26,
server_11,21:14:30,21:15:00,959.02,137.26,
server_11,21:14:40,21:15:10,16496.23,177.89,Possible DDoS
server_11,21:14:50,21:15:20,16496.23,1410.99,Possible DDoS
server_11,21:15:00,21:15:30,16496.23,1410.99,Possible DDoS
server_11,21:15:10,21:15:40,7219.69,9070.14,Network flood + Disk thrash suspected
server_11,21:15:20,21:15:50,1695.89,9070.14,Disk thrash suspected
server_11,21:15:30,21:16:00,1695.89,9070.14,Disk thrash suspected
server_11,21:15:40,21:16:10,929.27,121.43,
server_11,21:15:50,21:16:20,929.27,8498.83,Disk thrash suspected
server_11,21:16:00,21:16:30,866.68,9468.48,Disk thrash suspected
server_11,21:16:10,21:16:40,1308.14,9468.48,Disk thrash suspected
server_11,21:16:20,21:16:50,1308.14,9468.48,Disk thrash suspected
server_11,21:16:30,21:17:00,1308.14,1604.77,Disk thrash suspected
server_11,21:16:40,21:17:10,891.04,135.08,
server_11,21:16:50,21:17:20,12504.50,7440.84,Network flood + Disk thrash suspected
server_11,21:17:00,21:17:30,12504.50,7440.84,Network flood + Disk thrash suspected
server_11,21:17:10,21:17:40,12504.50,7440.84,Network flood + Disk thrash suspected
server_11,21:17:20,21:17:50,1343.77,6145.11,Disk thrash suspected
server_11,21:17:30,21:18:00,1343.77,6145.11,Disk thrash suspected
server_11,21:17:40,21:18:10,993.30,160.19,
server_11,21:17:50,21:18:20,993.30,160.19,
server_11,21:18:00,21:18:30,909.25,109.27,
server_11,21:18:10,21:18:40,905.29,9363.23,Disk thrash suspected
server_11,21:18:20,21:18:50,905.29,9363.23,Disk thrash suspected
server_11,21:18:30,21:19:00,1013.93,9363.23,Disk thrash suspected
server_11,21:18:40,21:19:10,1013.93,129.52,
server_11,21:18:50,21:19:20,1033.75,140.41,
server_11,21:19:00,21:19:30,1033.75,140.41,
server_11,21:19:10,21:19:40,1033.75,7972.40,Disk thrash suspected
server_11,21:19:20,21:19:50,975.39,7972.40,Disk thrash suspected
server_11,21:19:30,21:20:00,975.39,7972.40,Disk thrash suspected
server_11,21:19:40,21:20:10,18256.06,3556.23,Network flood + Disk thrash suspected
server_11,21:19:50,21:20:20,18256.06,7485.70,Network flood + Disk thrash suspected
server_11,21:20:00,21:20:30,18256.06,7485.70,Network flood + Disk thrash suspected
server_11,21:20:10,21:20:40,887.60,7485.70,Disk thrash suspected
server_11,21:20:20,21:20:50,4371.98,1834.13,Network flood + Disk thrash suspected
server_11,21:20:30,21:21:00,4371.98,9933.13,Network flood + Disk thrash suspected
server_11,21:20:40,21:21:10,4371.98,9933.13,Network flood + Disk thrash suspected
server_11,21:20:50,21:21:20,15459.08,9933.13,Network flood + Disk thrash suspected
server_11,21:21:00,21:21:30,15459.08,9722.19,Network flood + Disk thrash suspected
server_11,21:21:10,21:21:40,15459.08,111.14,Possible DDoS
server_11,21:21:20,21:21:50,1071.94,1664.26,Disk thrash suspected
server_11,21:21:30,21:22:00,1071.94,1664.26,Disk thrash suspected
server_11,21:21:40,21:22:10,1071.94,1664.26,Disk thrash suspected
server_11,21:21:50,21:22:20,10978.47,83.85,Possible DDoS
server_11,21:22:00,21:22:30,10978.47,83.85,Possible DDoS
server_11,21:22:10,21:22:40,10978.47,989.10,Possible DDoS
server_11,21:22:20,21:22:50,6426.32,989.10,Possible DDoS
server_11,21:22:30,21:23:00,6650.50,989.10,Possible DDoS
server_11,21:22:40,21:23:10,6650.50,1688.57,Network flood + Disk thrash suspected
server_11,21:22:50,21:23:20,6650.50,1688.57,Network flood + Disk thrash suspected
server_11,21:23:00,21:23:30,4391.41,8014.47,Network flood + Disk thrash suspected
server_11,21:23:10,21:23:40,991.89,9554.78,Disk thrash suspected
server_11,21:23:20,21:23:50,474.85,9554.78,Disk thrash suspected
server_11,21:23:30,21:24:00,516.15,9554.78,Disk thrash suspected
server_11,21:23:40,21:24:10,842.31,151.60,
server_11,21:23:50,21:24:20,13839.68,151.60,Possible DDoS
server_11,21:24:00,21:24:30,13839.68,770.28,Possible DDoS
server_11,21:24:10,21:24:40,13839.68,3373.74,Network flood + Disk thrash suspected
server_11,21:24:20,21:24:50,4763.55,3373.74,Network flood + Disk thrash suspected
server_11,21:24:30,21:25:00,4763.55,3740.24,Network flood + Disk thrash suspected
server_11,21:24:40,21:25:10,19723.87,3740.24,Network flood + Disk thrash suspected
server_11,21:24:50,21:25:20,19723.87,3740.24,Network flood + Disk thrash suspected
server_11,21:25:00,21:25:30,19723.87,5393.95,Network flood + Disk thrash suspected
server_11,21:25:10,21:25:40,850.70,5393.95,Disk thrash suspected
server_11,21:25:20,21:25:50,454.28,5393.95,Disk thrash suspected
server_11,21:25:30,21:26:00,465.55,158.71,
server_11,21:25:40,21:26:10,10358.62,158.71,Possible DDoS
server_11,21:25:50,21:26:20,10358.62,158.71,Possible DDoS
server_11,21:26:00,21:26:30,12109.26,147.00,Possible DDoS
server_11,21:26:10,21:26:40,12109.26,995.62,Possible DDoS
server_11,21:26:20,21:26:50,12109.26,995.62,Possible DDoS
server_11,21:26:30,21:27:00,3461.00,995.62,Possible DDoS
server_11,21:26:40,21:27:10,2389.53,642.21,
server_11,21:26:50,21:27:20,2389.53,642.21,
server_11,21:27:00,21:27:30,929.81,178.26,
server_11,21:27:10,21:27:40,929.81,3957.12,Disk thrash suspected
server_11,21:27:20,21:27:50,730.60,3957.12,Disk thrash suspected
server_11,21:27:30,21:28:00,13264.21,3957.12,Network flood + Disk thrash suspected
server_11,21:27:40,21:28:10,13264.21,136.83,Possible DDoS
server_11,21:27:50,21:28:20,13264.21,1417.60,Possible DDoS
server_11,21:28:00,21:28:30,6677.82,1417.60,Possible DDoS
server_11,21:28:10,21:28:40,6677.82,1692.32,Network flood + Disk thrash suspected
server_11,21:28:20,21:28:50,16722.21,1692.32,Network flood + Disk thrash suspected
server_11,21:28:30,21:29:00,16722.21,1692.32,Network flood + Disk thrash suspected
server_11,21:28:40,21:29:10,16722.21,68.52,Possible DDoS
server_11,21:28:50,21:29:20,1033.67,8766.57,Disk thrash suspected
server_11,21:29:00,21:29:30,10157.50,8766.57,Network flood + Disk thrash suspected
server_11,21:29:10,21:29:40,10157.50,8766.57,Network flood + Disk thrash suspected
server_11,21:29:20,21:29:50,10157.50,1197.48,Possible DDoS
server_11,21:29:30,21:30:00,1528.22,1197.48,
server_11,21:29:40,21:30:10,15442.43,1197.48,Possible DDoS
server_11,21:29:50,21:30:20,15442.43,155.52,Possible DDoS
server_11,21:30:00,21:30:30,15442.43,155.52,Possible DDoS
server_11,21:30:10,21:30:40,765.47,114.47,
server_11,21:30:20,21:30:50,765.47,90.96,
server_11,21:30:30,21:31:00,2960.96,1840.00,Disk thrash suspected
server_11,21:30:40,21:31:10,4310.21,1958.34,Network flood + Disk thrash suspected
server_11,21:30:50,21:31:20,4310.21,1958.34,Network flood + Disk thrash suspected
server_11,21:31:00,21:31:30,4310.21,1958.34,Network flood + Disk thrash suspected
server_11,21:31:10,21:31:40,856.60,106.91,
server_11,21:31:20,21:31:50,856.60,6251.77,Disk thrash suspected
server_11,21:31:30,21:32:00,18638.21,6251.77,Network flood + Disk thrash suspected
server_11,21:31:40,21:32:10,18638.21,6251.77,Network flood + Disk thrash suspected
server_11,21:31:50,21:32:20,18638.21,4839.78,Network flood + Disk thrash suspected
server_11,21:32:00,21:32:30,1012.17,214.81,
server_11,21:32:10,21:32:40,1012.17,4970.15,Disk thrash suspected
server_11,21:32:20,21:32:50,2620.69,4970.15,Disk thrash suspected
server_11,21:32:30,21:33:00,14101.93,4970.15,Network flood + Disk thrash suspected
server_11,21:32:40,21:33:10,14101.93,515.82,Possible DDoS
server_11,21:32:50,21:33:20,14101.93,124.02,Possible DDoS
server_11,21:33:00,21:33:30,12875.56,97.75,Possible DDoS
server_11,21:33:10,21:33:40,1016.23,6574.41,Disk thrash suspected
server_11,21:33:20,21:33:50,1016.23,6574.41,Disk thrash suspected
server_11,21:33:30,21:34:00,1016.23,6574.41,Disk thrash suspected
server_11,21:33:40,21:34:10,3184.60,1364.77,
server_11,21:33:50,21:34:20,3184.60,5873.60,Disk thrash suspected
server_11,21:34:00,21:34:30,3184.60,5873.60,Disk thrash suspected
server_11,21:34:10,21:34:40,8795.25,9823.30,Network flood + Disk thrash suspected
server_11,21:34:20,21:34:50,8795.25,9823.30,Network flood + Disk thrash suspected
server_11,21:34:30,21:35:00,8795.25,9823.30,Network flood + Disk thrash suspected
server_11,21:34:40,21:35:10,7602.65,1887.32,Network flood + Disk thrash suspected
server_11,21:34:50,21:35:20,8321.16,1887.32,Network flood + Disk thrash suspected
server_11,21:35:00,21:35:30,8321.16,4334.94,Network flood + Disk thrash suspected
server_11,21:35:10,21:35:40,8321.16,4334.94,Network flood + Disk thrash suspected
server_11,21:35:20,21:35:50,4725.55,4334.94,Network flood + Disk thrash suspected
server_11,21:35:30,21:36:00,4725.55,1565.64,Network flood + Disk thrash suspected
server_11,21:35:40,21:36:10,4725.55,9675.48,Network flood + Disk thrash suspected
server_11,21:35:50,21:36:20,980.09,9675.48,Disk thrash suspected
server_11,21:36:00,21:36:30,4418.11,9675.48,Network flood + Disk thrash suspected
server_11,21:36:10,21:36:40,4418.11,602.26,Possible DDoS
server_11,21:36:20,21:36:50,4418.11,602.26,Possible DDoS
server_11,21:36:30,21:37:00,5609.76,8078.29,Network flood + Disk thrash suspected
server_11,21:36:40,21:37:10,5963.61,8078.29,Network flood + Disk thrash suspected
server_11,21:36:50,21:37:20,5963.61,8078.29,Network flood + Disk thrash suspected
server_11,21:37:00,21:37:30,5963.61,959.49,Possible DDoS
server_11,21:37:10,21:37:40,3200.16,8796.00,Disk thrash suspected
server_11,21:37:20,21:37:50,798.97,8796.00,Disk thrash suspected
server_11,21:37:30,21:38:00,1020.59,8796.00,Disk thrash suspected
server_11,21:37:40,21:38:10,1020.59,5748.38,Disk thrash suspected
server_11,21:37:50,21:38:20,2517.45,5748.38,Disk thrash suspected
server_11,21:38:00,21:38:30,2517.45,788.31,
server_11,21:38:10,21:38:40,10025.91,788.31,Possible DDoS
server_11,21:38:20,21:38:50,10025.91,6817.77,Network flood + Disk thrash suspected
server_11,21:38:30,21:39:00,10025.91,6817.77,Network flood + Disk thrash suspected
server_11,21:38:40,21:39:10,955.61,6817.77,Disk thrash suspected
server_11,21:38:50,21:39:20,955.61,7222.73,Disk thrash suspected
server_11,21:39:00,21:39:30,968.29,7222.73,Disk thrash suspected
server_11,21:39:10,21:39:40,1019.73,7222.73,Disk thrash suspected
server_11,21:39:20,21:39:50,1019.73,180.57,
server_11,21:39:30,21:40:00,8589.89,180.57,Possible DDoS
server_11,21:39:40,21:40:10,8589.89,180.57,Possible DDoS
server_11,21:39:50,21:40:20,8589.89,1409.11,Possible DDoS
server_11,21:40:00,21:40:30,3939.83,1409.11,Possible DDoS
server_11,21:40:10,21:40:40,3939.83,5917.71,Network flood + Disk thrash suspected
server_11,21:40:20,21:40:50,2461.90,6541.27,Disk thrash suspected
server_11,21:40:30,21:41:00,17445.39,6541.27,Network flood + Disk thrash suspected
server_11,21:40:40,21:41:10,17445.39,6541.27,Network flood + Disk thrash suspected
server_11,21:40:50,21:41:20,17445.39,1527.39,Possible DDoS
server_11,21:41:00,21:41:30,2931.51,1320.81,
server_11,21:41:10,21:41:40,2931.51,1320.81,
server_11,21:41:20,21:41:50,2931.51,9604.53,Disk thrash suspected
server_11,21:41:30,21:42:00,630.09,9604.53,Disk thrash suspected
server_11,21:41:40,21:42:10,4185.48,9604.53,Network flood + Disk thrash suspected
server_11,21:41:50,21:42:20,4185.48,6730.05,Network flood + Disk thrash suspected
server_11,21:42:00,21:42:30,4185.48,617.18,Possible DDoS
server_11,21:42:10,21:42:40,3725.75,1912.12,Network flood + Disk thrash suspected
server_11,21:42:20,21:42:50,3725.75,1912.12,Network flood + Disk thrash suspected
server_11,21:42:30,21:43:00,3725.75,1912.12,Network flood + Disk thrash suspected
server_11,21:42:40,21:43:10,870.14,123.94,
server_11,21:42:50,21:43:20,870.14,123.94,
server_11,21:43:00,21:43:30,965.86,9338.20,Disk thrash suspected
server_11,21:43:10,21:43:40,7647.39,9338.20,Network flood + Disk thrash suspected
server_11,21:43:20,21:43:50,15570.26,9338.20,Network flood + Disk thrash suspected
server_11,21:43:30,21:44:00,15570.26,5796.90,Network flood + Disk thrash suspected
server_11,21:43:40,21:44:10,15570.26,73.25,Possible DDoS
server_11,21:43:50,21:44:20,999.55,6559.24,Disk thrash suspected
server_11,21:44:00,21:44:30,937.35,6559.24,Disk thrash suspected
server_11,21:44:10,21:44:40,3097.29,6601.29,Disk thrash suspected
server_11,21:44:20,21:44:50,3097.29,6601.29,Disk thrash suspected
server_11,21:44:30,21:45:00,3097.29,6601.29,Disk thrash suspected
server_11,21:44:40,21:45:10,981.23,153.18,
server_11,21:44:50,21:45:20,981.23,153.18,
server_11,21:45:00,21:45:30,951.05,3425.71,Disk thrash suspected
server_11,21:45:10,21:45:40,693.45,5017.48,Disk thrash suspected
server_11,21:45:20,21:45:50,11587.31,9647.71,Network flood + Disk thrash suspected
server_11,21:45:30,21:46:00,11587.31,9647.71,Network flood + Disk thrash suspected
server_11,21:45:40,21:46:10,11587.31,9647.71,Network flood + Disk thrash suspected
server_11,21:45:50,21:46:20,988.34,5464.47,Disk thrash suspected
server_11,21:46:00,21:46:30,988.34,5464.47,Disk thrash suspected
server_11,21:46:10,21:46:40,7973.64,5464.47,Network flood + Disk thrash suspected
server_11,21:46:20,21:46:50,7973.64,1566.66,Network flood + Disk thrash suspected
server_11,21:46:30,21:47:00,7973.64,1566.66,Network flood + Disk thrash suspected
server_11,21:46:40,21:47:10,5884.80,99.46,Possible DDoS
server_11,21:46:50,21:47:20,4788.46,748.36,Possible DDoS
server_11,21:47:00,21:47:30,4788.46,7708.29,Network flood + Disk thrash suspected
server_11,21:47:10,21:47:40,4788.46,8338.10,Network flood + Disk thrash suspected
server_11,21:47:20,21:47:50,703.46,8338.10,Disk thrash suspected
server_11,21:47:30,21:48:00,703.46,9291.35,Disk thrash suspected
server_11,21:47:40,21:48:10,4677.23,9291.35,Network flood + Disk thrash suspected
server_11,21:47:50,21:48:20,4677.23,9291.35,Network flood + Disk thrash suspected
server_11,21:48:00,21:48:30,19031.32,8105.29,Network flood + Disk thrash suspected
server_11,21:48:10,21:48:40,19031.32,8105.29,Network flood + Disk thrash suspected
server_11,21:48:20,21:48:50,19031.32,4412.28,Network flood + Disk thrash suspected
server_11,21:48:30,21:49:00,4242.58,4412.28,Network flood + Disk thrash suspected
server_11,21:48:40,21:49:10,5872.21,4412.28,Network flood + Disk thrash suspected
server_11,21:48:50,21:49:20,5872.21,119.53,Possible DDoS
server_11,21:49:00,21:49:30,5872.21,3647.02,Network flood + Disk thrash suspected
server_11,21:49:10,21:49:40,935.30,3647.02,Disk thrash suspected
server_11,21:49:20,21:49:50,935.30,3647.02,Disk thrash suspected
server_11,21:49:30,21:50:00,919.61,176.77,
server_11,21:49:40,21:50:10,919.61,176.77,
server_11,21:49:50,21:50:20,919.61,114.57,
server_11,21:50:00,21:50:30,883.91,106.78,
server_11,21:50:10,21:50:40,883.91,106.78,
server_11,21:50:20,21:50:50,977.74,75.28,
server_11,21:50:30,21:51:00,977.74,75.28,
server_11,21:50:40,21:51:10,8980.10,188.51,Possible DDoS
server_11,21:50:50,21:51:20,8980.10,1586.37,Network flood + Disk thrash suspected
server_11,21:51:00,21:51:30,8980.10,1586.37,Network flood + Disk thrash suspected
server_11,21:51:10,21:51:40,3842.00,1586.37,Network flood + Disk thrash suspected
server_11,21:51:20,21:51:50,3700.27,704.05,Possible DDoS
server_11,21:51:30,21:52:00,3700.27,7213.09,Network flood + Disk thrash suspected
server_11,21:51:40,21:52:10,1036.94,7213.09,Disk thrash suspected
server_11,21:51:50,21:52:20,11746.63,7213.09,Network flood + Disk thrash suspected
server_11,21:52:00,21:52:30,11746.63,7860.92,Network flood + Disk thrash suspected
server_11,21:52:10,21:52:40,11746.63,7860.92,Network flood + Disk thrash suspected
server_11,21:52:20,21:52:50,2637.93,7860.92,Disk thrash suspected
server_11,21:52:30,21:53:00,2253.46,1220.36,
server_11,21:52:40,21:53:10,1032.08,7247.90,Disk thrash suspected
server_11,21:52:50,21:53:20,873.44,7247.90,Disk thrash suspected
server_11,21:53:00,21:53:30,873.44,9513.34,Disk thrash suspected
server_11,21:53:10,21:53:40,3637.35,9513.34,Network flood + Disk thrash suspected
server_11,21:53:20,21:53:50,3637.35,9513.34,Network flood + Disk thrash suspected
server_11,21:53:30,21:54:00,3637.35,1432.31,Possible DDoS
server_11,21:53:40,21:54:10,1274.40,7067.28,Disk thrash suspected
server_11,21:53:50,21:54:20,902.80,7067.28,Disk thrash suspected
server_11,21:54:00,21:54:30,902.80,8969.08,Disk thrash suspected
server_11,21:54:10,21:54:40,10987.63,8969.08,Network flood + Disk thrash suspected
server_11,21:54:20,21:54:50,10987.63,8969.08,Network flood + Disk thrash suspected
server_11,21:54:30,21:55:00,10987.63,132.18,Possible DDoS
server_11,21:54:40,21:55:10,3059.54,1800.13,Disk thrash suspected
server_11,21:54:50,21:55:20,19636.40,8300.23,Network flood + Disk thrash suspected
server_11,21:55:00,21:55:30,19636.40,8300.23,Network flood + Disk thrash suspected
server_11,21:55:10,21:55:40,19636.40,8300.23,Network flood + Disk thrash suspected
server_11,21:55:20,21:55:50,7206.55,168.25,Possible DDoS
server_11,21:55:30,21:56:00,885.90,152.65,
server_11,21:55:40,21:56:10,885.90,152.65,
server_11,21:55:50,21:56:20,885.90,152.65,
server_11,21:56:00,21:56:30,19741.78,1458.92,Possible DDoS
server_11,21:56:10,21:56:40,19741.78,1458.92,Possible DDoS
server_11,21:56:20,21:56:50,19741.78,1458.92,Possible DDoS
server_11,21:56:30,21:57:00,14126.32,93.19,Possible DDoS
server_11,21:56:40,21:57:10,3457.37,927.70,Possible DDoS
server_11,21:56:50,21:57:20,8571.10,927.70,Possible DDoS
server_11,21:57:00,21:57:30,8571.10,927.70,Possible DDoS
server_11,21:57:10,21:57:40,8571.10,8442.70,Network flood + Disk thrash suspected
server_11,21:57:20,21:57:50,1053.08,8442.70,Disk thrash suspected
server_11,21:57:30,21:58:00,971.16,8442.70,Disk thrash suspected
server_11,21:57:40,21:58:10,11244.66,110.03,Possible DDoS
server_11,21:57:50,21:58:20,11244.66,1457.37,Possible DDoS
server_11,21:58:00,21:58:30,11244.66,8467.74,Network flood + Disk thrash suspected
server_11,21:58:10,21:58:40,14984.40,8467.74,Network flood + Disk thrash suspected
server_11,21:58:20,21:58:50,14984.40,9264.22,Network flood + Disk thrash suspected
server_11,21:58:30,21:59:00,14984.40,9264.22,Network flood + Disk thrash suspected
server_11,21:58:40,21:59:10,18241.22,9264.22,Network flood + Disk thrash suspected
server_11,21:58:50,21:59:20,18241.22,7682.10,Network flood + Disk thrash suspected
server_11,21:59:00,21:59:30,18241.22,7682.10,Network flood + Disk thrash suspected
server_11,21:59:10,21:59:40,582.77,8819.18,Disk thrash suspected
server_11,21:59:20,21:59:50,893.00,8819.18,Disk thrash suspected
server_11,21:59:30,22:00:00,13077.35,8819.18,Network flood + Disk thrash suspected
server_11,21:59:40,22:00:10,18420.21,167.67,Possible DDoS
server_11,21:59:50,22:00:20,18420.21,167.67,Possible DDoS
server_11,22:00:00,22:00:30,18420.21,167.67,Possible DDoS
server_11,22:00:10,22:00:40,18262.73,147.48,Possible DDoS
server_11,22:00:20,22:00:50,17630.37,5098.39,Network flood + Disk thrash suspected
server_11,22:00:30,22:01:00,666.57,5098.39,Disk thrash suspected
server_11,22:00:40,22:01:10,966.92,6745.13,Disk thrash suspected
server_11,22:00:50,22:01:20,966.92,6745.13,Disk thrash suspected
server_11,22:01:00,22:01:30,11524.34,6745.13,Network flood + Disk thrash suspected
server_11,22:01:10,22:01:40,11524.34,120.21,Possible DDoS
server_11,22:01:20,22:01:50,11524.34,7641.26,Network flood + Disk thrash suspected
server_11,22:01:30,22:02:00,538.36,7641.26,Disk thrash suspected
server_11,22:01:40,22:02:10,972.63,7641.26,Disk thrash suspected
server_11,22:01:50,22:02:20,972.63,128.88,
server_11,22:02:00,22:02:30,972.63,5397.15,Disk thrash suspected
server_11,22:02:10,22:02:40,351.74,5397.15,Disk thrash suspected
server_11,22:02:20,22:02:50,10898.28,9745.06,Network flood + Disk thrash suspected
server_11,22:02:30,22:03:00,10898.28,9745.06,Network flood + Disk thrash suspected
server_11,22:02:40,22:03:10,10898.28,9745.06,Network flood + Disk thrash suspected
server_11,22:02:50,22:03:20,4183.30,1909.95,Network flood + Disk thrash suspected
server_11,22:03:00,22:03:30,4183.30,8068.37,Network flood + Disk thrash suspected
server_11,22:03:10,22:03:40,974.68,8068.37,Disk thrash suspected
server_11,22:03:20,22:03:50,974.68,8068.37,Disk thrash suspected
server_11,22:03:30,22:04:00,974.68,213.13,
server_11,22:03:40,22:04:10,896.41,213.13,
server_11,22:03:50,22:04:20,17873.77,171.86,Possible DDoS
server_11,22:04:00,22:04:30,17873.77,1893.94,Network flood + Disk thrash suspected
server_11,22:04:10,22:04:40,17873.77,5176.03,Network flood + Disk thrash suspected
server_11,22:04:20,22:04:50,10502.89,5176.03,Network flood + Disk thrash suspected
server_11,22:04:30,22:05:00,10502.89,5176.03,Network flood + Disk thrash suspected
server_11,22:04:40,22:05:10,10502.89,4892.98,Network flood + Disk thrash suspected
server_11,22:04:50,22:05:20,16340.11,4892.98,Network flood + Disk thrash suspected
server_11,22:05:00,22:05:30,16340.11,4892.98,Network flood + Disk thrash suspected
server_11,22:05:10,22:05:40,16340.11,106.73,Possible DDoS
server_11,22:05:20,22:05:50,9057.51,106.73,Possible DDoS
server_11,22:05:30,22:06:00,9057.51,106.73,Possible DDoS
server_11,22:05:40,22:06:10,958.97,5404.27,Disk thrash suspected
server_11,22:05:50,22:06:20,958.97,5404.27,Disk thrash suspected
server_11,22:06:00,22:06:30,962.19,5404.27,Disk thrash suspected
server_11,22:06:10,22:06:40,1405.50,1376.68,
server_11,22:06:20,22:06:50,12297.69,1376.68,Possible DDoS
server_11,22:06:30,22:07:00,12297.69,4330.63,Network flood + Disk thrash suspected
server_11,22:06:40,22:07:10,12297.69,4330.63,Network flood + Disk thrash suspected
server_11,22:06:50,22:07:20,6098.00,9115.16,Network flood + Disk thrash suspected
server_11,22:07:00,22:07:30,17108.95,9115.16,Network flood + Disk thrash suspected
server_11,22:07:10,22:07:40,17108.95,9115.16,Network flood + Disk thrash suspected
server_11,22:07:20,22:07:50,17108.95,1689.27,Network flood + Disk thrash suspected
server_11,22:07:30,22:08:00,981.52,4197.50,Disk thrash suspected
server_11,22:07:40,22:08:10,958.99,4197.50,Disk thrash suspected
server_11,22:07:50,22:08:20,1051.26,4197.50,Disk thrash suspected
server_11,22:08:00,22:08:30,1051.26,3959.62,Disk thrash suspected
server_11,22:08:10,22:08:40,1051.26,4757.07,Disk thrash suspected
server_11,22:08:20,22:08:50,4319.45,4757.07,Network flood + Disk thrash suspected
server_11,22:08:30,22:09:00,7489.18,4757.07,Network flood + Disk thrash suspected
server_11,22:08:40,22:09:10,7489.18,533.99,Possible DDoS
server_11,22:08:50,22:09:20,7683.02,506.43,Possible DDoS
server_11,22:09:00,22:09:30,7683.02,1220.64,Possible DDoS
server_11,22:09:10,22:09:40,10557.24,1220.64,Possible DDoS
server_11,22:09:20,22:09:50,10557.24,1220.64,Possible DDoS
server_11,22:09:30,22:10:00,19095.19,184.85,Possible DDoS
server_11,22:09:40,22:10:10,19095.19,1214.15,Possible DDoS
server_11,22:09:50,22:10:20,19095.19,1214.15,Possible DDoS
server_11,22:10:00,22:10:30,2071.23,1214.15,
server_11,22:10:10,22:10:40,12696.71,7003.11,Network flood + Disk thrash suspected
server_11,22:10:20,22:10:50,19608.95,7003.11,Network flood + Disk thrash suspected
server_11,22:10:30,22:11:00,19608.95,7003.11,Network flood + Disk thrash suspected
server_11,22:10:40,22:11:10,19608.95,1653.63,Network flood + Disk thrash suspected
server_11,22:10:50,22:11:20,2808.46,6193.68,Disk thrash suspected
server_11,22:11:00,22:11:30,2808.46,6193.68,Disk thrash suspected
server_11,22:11:10,22:11:40,833.03,8337.90,Disk thrash suspected
server_11,22:11:20,22:11:50,910.01,8337.90,Disk thrash suspected
server_11,22:11:30,22:12:00,910.01,8337.90,Disk thrash suspected
server_11,22:11:40,22:12:10,910.01,6896.29,Disk thrash suspected
server_11,22:11:50,22:12:20,1419.42,5009.50,Disk thrash suspected
server_11,22:12:00,22:12:30,1419.42,5009.50,Disk thrash suspected
server_11,22:12:10,22:12:40,10573.69,3541.07,Network flood + Disk thrash suspected
server_11,22:12:20,22:12:50,19865.83,1959.03,Network flood + Disk thrash suspected
server_11,22:12:30,22:13:00,19865.83,6560.13,Network flood + Disk thrash suspected
server_11,22:12:40,22:13:10,19865.83,6560.13,Network flood + Disk thrash suspected
server_11,22:12:50,22:13:20,2048.85,6560.13,Disk thrash suspected
server_11,22:13:00,22:13:30,3606.65,1836.31,Network flood + Disk thrash suspected
server_11,22:13:10,22:13:40,18758.53,7431.62,Network flood + Disk thrash suspected
server_11,22:13:20,22:13:50,18758.53,7431.62,Network flood + Disk thrash suspected
server_11,22:13:30,22:14:00,18758.53,7431.62,Network flood + Disk thrash suspected
server_11,22:13:40,22:14:10,5240.16,1801.19,Network flood + Disk thrash suspected
server_11,22:13:50,22:14:20,10325.61,1801.19,Network flood + Disk thrash suspected
server_11,22:14:00,22:14:30,10325.61,1801.19,Network flood + Disk thrash suspected
server_11,22:14:10,22:14:40,10325.61,604.33,Possible DDoS
server_11,22:14:20,22:14:50,1647.36,604.33,
server_11,22:14:30,22:15:00,854.45,193.97,
server_11,22:14:40,22:15:10,8073.46,122.42,Possible DDoS
server_11,22:14:50,22:15:20,8073.46,123.34,Possible DDoS
server_11,22:15:00,22:15:30,8073.46,165.94,Possible DDoS
server_11,22:15:10,22:15:40,7790.30,165.94,Possible DDoS
server_11,22:15:20,22:15:50,7790.30,7148.27,Network flood + Disk thrash suspected
server_11,22:15:30,22:16:00,16149.05,7148.27,Network flood + Disk thrash suspected
server_11,22:15:40,22:16:10,16149.05,7148.27,Network flood + Disk thrash suspected
server_11,22:15:50,22:16:20,16149.05,9158.05,Network flood + Disk thrash suspected
