server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_11,21:56:00,21:56:30,50.98,43.35,
server_11,21:56:10,21:56:40,49.98,60.21,
server_11,21:56:20,21:56:50,54.51,50.55,
server_11,21:56:30,21:57:00,58.11,45.98,
server_11,21:56:40,21:57:10,67.34,46.37,
server_11,21:56:50,21:57:20,69.71,50.87,
server_11,21:57:00,21:57:30,70.70,50.79,
server_11,21:57:10,21:57:40,58.65,36.07,
server_11,21:57:20,21:57:50,52.66,48.80,
server_11,21:57:30,21:58:00,50.44,58.31,
server_11,21:57:40,21:58:10,64.44,72.08,
server_11,21:57:50,21:58:20,64.99,69.30,
server_11,21:58:00,21:58:30,60.93,64.26,
server_11,21:58:10,21:58:40,52.95,55.23,
server_11,21:58:20,21:58:50,46.14,41.01,
server_11,21:58:30,21:59:00,44.59,39.25,
server_11,21:58:40,21:59:10,41.53,39.48,
server_11,21:58:50,21:59:20,43.44,51.88,
server_11,21:59:00,21:59:30,30.52,64.87,
server_11,21:59:10,21:59:40,31.02,67.31,
server_11,21:59:20,21:59:50,43.58,53.44,
server_11,21:59:30,22:00:00,57.45,46.68,
server_11,21:59:40,22:00:10,65.27,43.86,
server_11,21:59:50,22:00:20,67.68,59.82,
server_11,22:00:00,22:00:30,74.07,58.95,
server_11,22:00:10,22:00:40,62.33,56.68,
server_11,22:00:20,22:00:50,51.12,46.98,
server_11,22:00:30,22:01:00,47.39,46.92,
server_11,22:00:40,22:01:10,52.95,55.88,
server_11,22:00:50,22:01:20,58.86,58.12,
server_11,22:01:00,22:01:30,50.66,59.11,
server_11,22:01:10,22:01:40,47.92,55.52,
server_11,22:01:20,22:01:50,38.77,45.82,
server_11,22:01:30,22:02:00,36.13,45.52,
server_11,22:01:40,22:02:10,46.79,55.55,
server_11,22:01:50,22:02:20,38.24,77.24,
server_11,22:02:00,22:02:30,40.14,68.60,
server_11,22:02:10,22:02:40,25.77,53.02,
server_11,22:02:20,22:02:50,38.84,36.19,
server_11,22:02:30,22:03:00,61.60,44.55,
server_11,22:02:40,22:03:10,72.28,44.47,
server_11,22:02:50,22:03:20,70.88,48.18,
server_11,22:03:00,22:03:30,47.64,47.16,
server_11,22:03:10,22:03:40,46.55,57.85,
server_11,22:03:20,22:03:50,55.30,48.31,
server_11,22:03:30,22:04:00,68.82,42.56,
server_11,22:03:40,22:04:10,55.70,39.95,
server_11,22:03:50,22:04:20,40.94,57.06,
server_11,22:04:00,22:04:30,33.13,57.09,
server_11,22:04:10,22:04:40,37.60,55.08,
server_11,22:04:20,22:04:50,47.12,47.71,
server_11,22:04:30,22:05:00,48.69,48.29,
server_11,22:04:40,22:05:10,39.72,48.42,
server_11,22:04:50,22:05:20,38.73,45.77,
server_11,22:05:00,22:05:30,42.17,40.83,
server_11,22:05:10,22:05:40,61.86,30.07,
server_11,22:05:20,22:05:50,68.33,31.87,
server_11,22:05:30,22:06:00,64.14,41.26,
server_11,22:05:40,22:06:10,61.88,43.64,
server_11,22:05:50,22:06:20,46.22,47.08,
server_11,22:06:00,22:06:30,55.91,53.12,
server_11,22:06:10,22:06:40,55.09,53.13,
server_11,22:06:20,22:06:50,62.93,48.71,
server_11,22:06:30,22:07:00,54.20,44.37,
server_11,22:06:40,22:07:10,53.86,56.55,
server_11,22:06:50,22:07:20,57.32,50.61,
server_11,22:07:00,22:07:30,60.02,45.15,
server_11,22:07:10,22:07:40,64.53,50.26,
server_11,22:07:20,22:07:50,65.21,53.93,
server_11,22:07:30,22:08:00,56.09,61.28,
server_11,22:07:40,22:08:10,62.17,64.87,
server_11,22:07:50,22:08:20,60.24,79.99,
server_11,22:08:00,22:08:30,58.47,68.13,
server_11,22:08:10,22:08:40,37.63,45.52,
server_11,22:08:20,22:08:50,29.45,41.57,
server_11,22:08:30,22:09:00,39.68,53.77,
server_11,22:08:40,22:09:10,43.63,71.44,
server_11,22:08:50,22:09:20,52.80,63.76,
server_11,22:09:00,22:09:30,49.53,54.30,
server_11,22:09:10,22:09:40,48.88,43.01,
server_11,22:09:20,22:09:50,44.96,46.76,
server_11,22:09:30,22:10:00,48.44,52.51,
server_11,22:09:40,22:10:10,48.02,63.23,
server_11,22:09:50,22:10:20,43.36,71.27,
server_11,22:10:00,22:10:30,49.68,83.23,Memory saturation suspected
server_11,22:10:10,22:10:40,53.86,76.43,
server_11,22:10:20,22:10:50,64.54,63.07,
server_11,22:10:30,22:11:00,45.99,63.77,
server_11,22:10:40,22:11:10,47.94,66.23,
server_11,22:10:50,22:11:20,44.61,67.43,
server_11,22:11:00,22:11:30,61.33,60.90,
server_11,22:11:10,22:11:40,54.71,54.86,
server_11,22:11:20,22:11:50,56.95,59.97,
server_11,22:11:30,22:12:00,49.66,67.14,
server_11,22:11:40,22:12:10,55.33,70.22,
server_11,22:11:50,22:12:20,50.92,63.22,
server_11,22:12:00,22:12:30,62.14,37.97,
server_11,22:12:10,22:12:40,62.49,32.76,
server_11,22:12:20,22:12:50,70.43,34.87,
server_11,22:12:30,22:13:00,59.25,41.64,
server_11,22:12:40,22:13:10,55.31,45.71,
server_11,22:12:50,22:13:20,57.97,54.04,
server_11,22:13:00,22:13:30,61.98,60.31,
server_11,22:13:10,22:13:40,60.22,57.68,
server_11,22:13:20,22:13:50,55.96,59.45,
server_11,22:13:30,22:14:00,48.30,58.17,
server_11,22:13:40,22:14:10,52.48,61.94,
server_11,22:13:50,22:14:20,47.82,52.72,
server_11,22:14:00,22:14:30,57.51,57.89,
server_11,22:14:10,22:14:40,56.37,65.00,
server_11,22:14:20,22:14:50,63.01,58.16,
server_11,22:14:30,22:15:00,67.48,40.83,
server_11,22:14:40,22:15:10,71.45,33.53,
server_11,22:14:50,22:15:20,58.75,50.02,
server_11,22:15:00,22:15:30,50.57,62.80,
server_11,22:15:10,22:15:40,40.70,58.44,
server_11,22:15:20,22:15:50,43.63,45.89,
server_11,22:15:30,22:16:00,46.16,44.64,
server_11,22:15:40,22:16:10,46.20,44.76,
server_11,22:15:50,22:16:20,51.31,42.90,
server_11,22:16:00,22:16:30,42.74,40.71,
server_11,22:16:10,22:16:40,42.86,40.90,
server_11,22:16:20,22:16:50,35.77,47.07,
server_11,22:16:30,22:17:00,45.53,38.04,
server_11,22:16:40,22:17:10,64.11,30.16,
server_11,22:16:50,22:17:20,75.47,20.81,
server_11,22:17:00,22:17:30,59.37,34.24,
server_11,22:17:10,22:17:40,59.15,42.24,
server_11,22:17:20,22:17:50,49.62,50.18,
server_11,22:17:30,22:18:00,58.54,48.19,
server_11,22:17:40,22:18:10,51.03,66.94,
server_11,22:17:50,22:18:20,50.74,61.24,
server_11,22:18:00,22:18:30,61.08,53.95,
server_11,22:18:10,22:18:40,71.16,53.08,
server_11,22:18:20,22:18:50,63.29,64.12,
server_11,22:18:30,22:19:00,52.15,66.05,
server_11,22:18:40,22:19:10,48.46,56.40,
server_11,22:18:50,22:19:20,63.85,44.30,
server_11,22:19:00,22:19:30,70.19,51.24,
server_11,22:19:10,22:19:40,61.62,50.57,
server_11,22:19:20,22:19:50,61.32,67.00,
server_11,22:19:30,22:20:00,64.04,58.22,
server_11,22:19:40,22:20:10,63.28,51.49,
server_11,22:19:50,22:20:20,63.77,47.80,
server_11,22:20:00,22:20:30,49.94,62.44,
server_11,22:20:10,22:20:40,51.72,66.28,
server_11,22:20:20,22:20:50,39.69,53.72,
server_11,22:20:30,22:21:00,43.98,48.87,
server_11,22:20:40,22:21:10,30.22,55.18,
server_11,22:20:50,22:21:20,34.89,57.70,
server_11,22:21:00,22:21:30,35.46,53.31,
server_11,22:21:10,22:21:40,43.12,39.84,
server_11,22:21:20,22:21:50,48.97,44.90,
server_11,22:21:30,22:22:00,58.61,40.37,
server_11,22:21:40,22:22:10,58.95,51.74,
server_11,22:21:50,22:22:20,53.49,53.96,
server_11,22:22:00,22:22:30,47.54,71.52,
server_11,22:22:10,22:22:40,50.49,71.58,
server_11,22:22:20,22:22:50,49.57,66.24,
server_11,22:22:30,22:23:00,61.45,65.70,
server_11,22:22:40,22:23:10,69.81,54.56,
server_11,22:22:50,22:23:20,69.67,56.55,
server_11,22:23:00,22:23:30,61.96,47.46,
server_11,22:23:10,22:23:40,47.95,56.37,
server_11,22:23:20,22:23:50,52.41,48.74,
server_11,22:23:30,22:24:00,45.61,47.13,
server_11,22:23:40,22:24:10,58.67,41.91,
server_11,22:23:50,22:24:20,52.98,47.75,
server_11,22:24:00,22:24:30,60.45,53.67,
server_11,22:24:10,22:24:40,58.00,51.74,
server_11,22:24:20,22:24:50,62.23,65.23,
server_11,22:24:30,22:25:00,65.29,69.30,
server_11,22:24:40,22:25:10,51.24,63.16,
server_11,22:24:50,22:25:20,54.58,40.95,
server_11,22:25:00,22:25:30,41.59,23.91,
server_11,22:25:10,22:25:40,59.47,39.18,
server_11,22:25:20,22:25:50,54.42,42.14,
server_11,22:25:30,22:26:00,60.47,50.50,
server_11,22:25:40,22:26:10,60.65,53.67,
server_11,22:25:50,22:26:20,60.42,58.30,
server_11,22:26:00,22:26:30,62.57,61.88,
server_11,22:26:10,22:26:40,58.17,48.64,
server_11,22:26:20,22:26:50,59.91,51.18,
server_11,22:26:30,22:27:00,63.40,54.38,
server_11,22:26:40,22:27:10,64.64,53.44,
server_11,22:26:50,22:27:20,65.23,49.94,
server_11,22:27:00,22:27:30,63.60,34.40,
server_11,22:27:10,22:27:40,49.26,28.95,
server_11,22:27:20,22:27:50,57.62,42.08,
server_11,22:27:30,22:28:00,41.53,49.96,
server_11,22:27:40,22:28:10,41.52,62.32,
server_11,22:27:50,22:28:20,31.90,52.34,
server_11,22:28:00,22:28:30,41.22,48.55,
server_11,22:28:10,22:28:40,57.73,51.52,
server_11,22:28:20,22:28:50,52.06,48.31,
server_11,22:28:30,22:29:00,45.02,40.75,
server_11,22:28:40,22:29:10,37.37,35.30,
server_11,22:28:50,22:29:20,46.16,41.69,
server_11,22:29:00,22:29:30,61.47,59.92,
server_11,22:29:10,22:29:40,63.10,65.28,
server_11,22:29:20,22:29:50,66.44,58.00,
server_11,22:29:30,22:30:00,73.31,60.95,
server_11,22:29:40,22:30:10,69.44,58.42,
server_11,22:29:50,22:30:20,58.57,68.24,
server_11,22:30:00,22:30:30,45.49,49.17,
server_11,22:30:10,22:30:40,39.59,40.06,
server_11,22:30:20,22:30:50,43.09,38.93,
server_11,22:30:30,22:31:00,42.05,46.26,
server_11,22:30:40,22:31:10,45.10,51.08,
server_11,22:30:50,22:31:20,36.81,53.83,
server_11,22:31:00,22:31:30,32.99,53.62,
server_11,22:31:10,22:31:40,31.99,66.36,
server_11,22:31:20,22:31:50,27.94,73.40,
server_11,22:31:30,22:32:00,21.87,78.24,
server_11,22:31:40,22:32:10,29.95,73.41,
server_11,22:31:50,22:32:20,40.10,57.69,
server_11,22:32:00,22:32:30,46.44,61.88,
server_11,22:32:10,22:32:40,44.71,50.96,
server_11,22:32:20,22:32:50,49.59,49.26,
server_11,22:32:30,22:33:00,54.38,55.34,
server_11,22:32:40,22:33:10,47.22,54.86,
server_11,22:32:50,22:33:20,51.60,58.21,
server_11,22:33:00,22:33:30,52.39,39.72,
server_11,22:33:10,22:33:40,64.01,42.11,
server_11,22:33:20,22:33:50,64.79,35.82,
server_11,22:33:30,22:34:00,69.77,50.12,
server_11,22:33:40,22:34:10,70.53,52.32,
server_11,22:33:50,22:34:20,64.86,57.48,
server_11,22:34:00,22:34:30,57.16,48.52,
server_11,22:34:10,22:34:40,55.08,43.12,
server_11,22:34:20,22:34:50,57.83,38.15,
server_11,22:34:30,22:35:00,52.90,46.18,
server_11,22:34:40,22:35:10,59.56,58.87,
server_11,22:34:50,22:35:20,56.56,61.56,
server_11,22:35:00,22:35:30,67.18,57.18,
server_11,22:35:10,22:35:40,48.38,42.22,
server_11,22:35:20,22:35:50,57.51,51.26,
server_11,22:35:30,22:36:00,54.05,46.47,
server_11,22:35:40,22:36:10,59.63,51.15,
server_11,22:35:50,22:36:20,55.66,51.47,
server_11,22:36:00,22:36:30,52.11,48.06,
server_11,22:36:10,22:36:40,50.35,49.85,
server_11,22:36:20,22:36:50,41.55,45.06,
server_11,22:36:30,22:37:00,36.06,46.42,
server_11,22:36:40,22:37:10,33.70,41.99,
server_11,22:36:50,22:37:20,38.14,39.58,
server_11,22:37:00,22:37:30,52.87,48.19,
server_11,22:37:10,22:37:40,65.15,56.62,
server_11,22:37:20,22:37:50,60.87,62.48,
server_11,22:37:30,22:38:00,50.23,55.16,
server_11,22:37:40,22:38:10,39.78,49.21,
server_11,22:37:50,22:38:20,44.34,45.42,
server_11,22:38:00,22:38:30,48.60,48.43,
server_11,22:38:10,22:38:40,64.74,45.25,
server_11,22:38:20,22:38:50,72.10,43.33,
server_11,22:38:30,22:39:00,64.17,44.78,
server_11,22:38:40,22:39:10,50.85,48.85,
server_11,22:38:50,22:39:20,50.93,59.49,
server_11,22:39:00,22:39:30,59.31,53.20,
server_11,22:39:10,22:39:40,62.79,58.63,
server_11,22:39:20,22:39:50,57.00,36.83,
server_11,22:39:30,22:40:00,60.09,40.36,
server_11,22:39:40,22:40:10,63.17,35.00,
server_11,22:39:50,22:40:20,58.01,43.89,
server_11,22:40:00,22:40:30,55.38,33.33,
server_11,22:40:10,22:40:40,46.26,36.50,
server_11,22:40:20,22:40:50,54.94,37.76,
server_11,22:40:30,22:41:00,50.02,53.85,
server_11,22:40:40,22:41:10,46.50,58.78,
server_11,22:40:50,22:41:20,33.70,55.04,
server_11,22:41:00,22:41:30,49.88,50.80,
server_11,22:41:10,22:41:40,52.94,54.30,
server_11,22:41:20,22:41:50,59.95,59.46,
server_11,22:41:30,22:42:00,47.98,58.35,
server_11,22:41:40,22:42:10,63.62,56.25,
server_11,22:41:50,22:42:20,52.81,60.31,
server_11,22:42:00,22:42:30,52.19,73.83,
server_11,22:42:10,22:42:40,49.52,64.23,
server_11,22:42:20,22:42:50,54.88,69.77,
server_11,22:42:30,22:43:00,53.01,49.74,
server_11,22:42:40,22:43:10,40.57,59.37,
server_11,22:42:50,22:43:20,42.27,46.86,
server_11,22:43:00,22:43:30,42.73,52.84,
server_11,22:43:10,22:43:40,55.62,43.90,
server_11,22:43:20,22:43:50,67.54,39.01,
server_11,22:43:30,22:44:00,71.76,39.46,
server_11,22:43:40,22:44:10,53.87,48.51,
server_11,22:43:50,22:44:20,39.63,66.06,
server_11,22:44:00,22:44:30,30.61,71.00,
server_11,22:44:10,22:44:40,35.90,65.72,
server_11,22:44:20,22:44:50,55.84,71.71,
server_11,22:44:30,22:45:00,59.70,67.31,
server_11,22:44:40,22:45:10,55.83,71.14,
server_11,22:44:50,22:45:20,43.93,61.12,
server_11,22:45:00,22:45:30,47.28,58.43,
server_11,22:45:10,22:45:40,53.45,63.28,
server_11,22:45:20,22:45:50,46.67,52.13,
server_11,22:45:30,22:46:00,46.18,56.08,
server_11,22:45:40,22:46:10,45.83,48.36,
server_11,22:45:50,22:46:20,44.81,64.22,
server_11,22:46:00,22:46:30,52.21,55.57,
server_11,22:46:10,22:46:40,49.66,54.98,
server_11,22:46:20,22:46:50,57.94,47.28,
server_11,22:46:30,22:47:00,48.81,50.69,
server_11,22:46:40,22:47:10,51.76,62.13,
server_11,22:46:50,22:47:20,53.26,68.84,
server_11,22:47:00,22:47:30,47.54,66.48,
server_11,22:47:10,22:47:40,54.56,62.22,
server_11,22:47:20,22:47:50,58.44,50.25,
server_11,22:47:30,22:48:00,59.32,53.15,
server_11,22:47:40,22:48:10,55.66,52.96,
server_11,22:47:50,22:48:20,51.40,48.30,
server_11,22:48:00,22:48:30,67.57,52.90,
server_11,22:48:10,22:48:40,70.94,51.03,
server_11,22:48:20,22:48:50,76.99,61.30,CPU spike suspected
server_11,22:48:30,22:49:00,76.62,73.02,CPU spike suspected
server_11,22:48:40,22:49:10,64.58,59.15,
server_11,22:48:50,22:49:20,60.28,61.32,
server_11,22:49:00,22:49:30,49.87,47.19,
server_11,22:49:10,22:49:40,61.54,46.98,
server_11,22:49:20,22:49:50,56.95,36.52,
server_11,22:49:30,22:50:00,69.35,49.39,
server_11,22:49:40,22:50:10,57.72,60.81,
server_11,22:49:50,22:50:20,60.97,62.00,
server_11,22:50:00,22:50:30,48.35,47.13,
server_11,22:50:10,22:50:40,57.47,44.03,
server_11,22:50:20,22:50:50,61.32,59.62,
server_11,22:50:30,22:51:00,62.82,62.77,
server_11,22:50:40,22:51:10,50.57,66.86,
server_11,22:50:50,22:51:20,39.98,55.30,
server_11,22:51:00,22:51:30,42.96,54.39,
server_11,22:51:10,22:51:40,41.89,52.86,
server_11,22:51:20,22:51:50,45.97,56.35,
server_11,22:51:30,22:52:00,43.67,51.84,
server_11,22:51:40,22:52:10,56.68,48.77,
server_11,22:51:50,22:52:20,57.40,39.22,
server_12,20:52:00,20:52:30,57.26,46.87,
server_12,20:52:10,20:52:40,56.78,45.01,
server_12,20:52:20,20:52:50,51.94,48.68,
server_12,20:52:30,20:53:00,38.66,60.31,
server_12,20:52:40,20:53:10,48.56,68.06,
server_12,20:52:50,20:53:20,51.94,50.82,
server_12,20:53:00,20:53:30,64.84,51.99,
server_12,20:53:10,20:53:40,51.18,42.47,
server_12,20:53:20,20:53:50,50.87,67.62,
server_12,20:53:30,20:54:00,51.31,64.53,
server_12,20:53:40,20:54:10,60.27,73.66,
server_12,20:53:50,20:54:20,55.87,65.52,
server_12,20:54:00,20:54:30,55.40,66.20,
server_12,20:54:10,20:54:40,52.02,65.10,
server_12,20:54:20,20:54:50,62.07,65.10,
server_12,20:54:30,20:55:00,53.01,52.19,
server_12,20:54:40,20:55:10,49.99,45.00,
server_12,20:54:50,20:55:20,49.30,47.49,
server_12,20:55:00,20:55:30,54.96,55.66,
server_12,20:55:10,20:55:40,54.22,54.19,
server_12,20:55:20,20:55:50,50.44,55.65,
server_12,20:55:30,20:56:00,61.84,63.37,
server_12,20:55:40,20:56:10,62.31,74.59,
server_12,20:55:50,20:56:20,61.53,55.47,
server_12,20:56:00,20:56:30,49.70,48.81,
server_12,20:56:10,20:56:40,44.40,34.28,
server_12,20:56:20,20:56:50,44.03,44.47,
server_12,20:56:30,20:57:00,46.67,46.13,
server_12,20:56:40,20:57:10,55.76,49.91,
server_12,20:56:50,20:57:20,52.82,46.97,
server_12,20:57:00,20:57:30,51.97,45.10,
server_12,20:57:10,20:57:40,42.51,53.67,
server_12,20:57:20,20:57:50,46.46,52.85,
server_12,20:57:30,20:58:00,39.82,47.17,
server_12,20:57:40,20:58:10,49.08,37.74,
server_12,20:57:50,20:58:20,49.34,48.70,
server_12,20:58:00,20:58:30,59.60,45.59,
server_12,20:58:10,20:58:40,51.44,56.33,
server_12,20:58:20,20:58:50,46.71,44.58,
server_12,20:58:30,20:59:00,38.66,51.78,
server_12,20:58:40,20:59:10,54.25,55.63,
server_12,20:58:50,20:59:20,64.55,51.98,
server_12,20:59:00,20:59:30,71.33,54.64,
server_12,20:59:10,20:59:40,61.41,45.37,
server_12,20:59:20,20:59:50,46.91,42.76,
server_12,20:59:30,21:00:00,37.22,37.62,
server_12,20:59:40,21:00:10,41.66,36.34,
server_12,20:59:50,21:00:20,57.16,53.94,
server_12,21:00:00,21:00:30,68.93,57.23,
server_12,21:00:10,21:00:40,74.53,56.16,
server_12,21:00:20,21:00:50,60.37,47.60,
server_12,21:00:30,21:01:00,58.13,47.13,
server_12,21:00:40,21:01:10,41.67,44.58,
server_12,21:00:50,21:01:20,42.76,42.52,
server_12,21:01:00,21:01:30,37.60,50.28,
server_12,21:01:10,21:01:40,55.48,63.18,
server_12,21:01:20,21:01:50,59.81,64.04,
server_12,21:01:30,21:02:00,53.76,62.46,
server_12,21:01:40,21:02:10,42.70,51.35,
server_12,21:01:50,21:02:20,36.65,48.92,
server_12,21:02:00,21:02:30,46.17,46.26,
server_12,21:02:10,21:02:40,41.55,55.07,
server_12,21:02:20,21:02:50,44.98,55.93,
server_12,21:02:30,21:03:00,37.34,56.67,
server_12,21:02:40,21:03:10,45.58,60.23,
server_12,21:02:50,21:03:20,43.76,60.01,
server_12,21:03:00,21:03:30,45.03,61.00,
server_12,21:03:10,21:03:40,40.88,52.40,
server_12,21:03:20,21:03:50,47.53,56.32,
server_12,21:03:30,21:04:00,50.49,53.36,
server_12,21:03:40,21:04:10,41.51,54.67,
server_12,21:03:50,21:04:20,38.12,53.06,
server_12,21:04:00,21:04:30,44.70,51.19,
server_12,21:04:10,21:04:40,56.17,51.96,
server_12,21:04:20,21:04:50,51.40,60.58,
server_12,21:04:30,21:05:00,47.29,58.35,
server_12,21:04:40,21:05:10,40.11,63.91,
server_12,21:04:50,21:05:20,45.11,54.24,
server_12,21:05:00,21:05:30,48.93,48.39,
server_12,21:05:10,21:05:40,58.63,38.14,
server_12,21:05:20,21:05:50,65.68,38.17,
server_12,21:05:30,21:06:00,63.99,43.78,
server_12,21:05:40,21:06:10,61.57,47.62,
server_12,21:05:50,21:06:20,60.98,41.91,
server_12,21:06:00,21:06:30,68.78,37.61,
server_12,21:06:10,21:06:40,63.09,34.44,
server_12,21:06:20,21:06:50,54.74,43.97,
server_12,21:06:30,21:07:00,45.70,53.79,
server_12,21:06:40,21:07:10,64.34,68.24,
server_12,21:06:50,21:07:20,65.51,63.78,
server_12,21:07:00,21:07:30,56.37,65.46,
server_12,21:07:10,21:07:40,55.07,52.43,
server_12,21:07:20,21:07:50,50.51,52.49,
server_12,21:07:30,21:08:00,71.80,59.37,
server_12,21:07:40,21:08:10,46.12,60.84,
server_12,21:07:50,21:08:20,49.72,61.22,
server_12,21:08:00,21:08:30,30.25,44.33,
server_12,21:08:10,21:08:40,55.61,54.89,
server_12,21:08:20,21:08:50,57.51,53.35,
server_12,21:08:30,21:09:00,58.67,68.84,
server_12,21:08:40,21:09:10,44.02,52.60,
server_12,21:08:50,21:09:20,46.99,60.98,
server_12,21:09:00,21:09:30,55.40,43.13,
server_12,21:09:10,21:09:40,60.94,46.46,
server_12,21:09:20,21:09:50,55.38,39.40,
server_12,21:09:30,21:10:00,43.91,43.08,
server_12,21:09:40,21:10:10,33.32,38.78,
server_12,21:09:50,21:10:20,40.44,43.26,
server_12,21:10:00,21:10:30,40.26,50.00,
server_12,21:10:10,21:10:40,56.55,49.81,
server_12,21:10:20,21:10:50,48.33,56.82,
server_12,21:10:30,21:11:00,66.12,44.76,
server_12,21:10:40,21:11:10,54.41,55.20,
server_12,21:10:50,21:11:20,60.35,45.83,
server_12,21:11:00,21:11:30,55.45,59.67,
server_12,21:11:10,21:11:40,53.18,44.72,
server_12,21:11:20,21:11:50,60.35,52.67,
server_12,21:11:30,21:12:00,55.12,55.13,
server_12,21:11:40,21:12:10,56.00,70.58,
server_12,21:11:50,21:12:20,49.86,64.39,
server_12,21:12:00,21:12:30,53.25,59.84,
server_12,21:12:10,21:12:40,50.17,59.98,
server_12,21:12:20,21:12:50,43.10,65.48,
server_12,21:12:30,21:13:00,54.25,76.15,
server_12,21:12:40,21:13:10,62.61,73.33,
server_12,21:12:50,21:13:20,77.43,68.72,CPU spike suspected
server_12,21:13:00,21:13:30,67.75,65.98,
server_12,21:13:10,21:13:40,67.85,62.46,
server_12,21:13:20,21:13:50,56.89,73.84,
server_12,21:13:30,21:14:00,50.41,59.66,
server_12,21:13:40,21:14:10,42.72,54.46,
server_12,21:13:50,21:14:20,52.14,37.83,
server_12,21:14:00,21:14:30,59.29,37.28,
server_12,21:14:10,21:14:40,58.48,50.47,
server_12,21:14:20,21:14:50,57.00,58.07,
server_12,21:14:30,21:15:00,53.50,67.14,
server_12,21:14:40,21:15:10,58.68,60.61,
server_12,21:14:50,21:15:20,48.78,59.37,
server_12,21:15:00,21:15:30,42.98,54.92,
server_12,21:15:10,21:15:40,47.08,58.06,
server_12,21:15:20,21:15:50,44.22,49.99,
server_12,21:15:30,21:16:00,53.99,55.84,
server_12,21:15:40,21:16:10,52.75,50.78,
server_12,21:15:50,21:16:20,51.90,62.26,
server_12,21:16:00,21:16:30,47.32,47.55,
server_12,21:16:10,21:16:40,49.31,54.67,
server_12,21:16:20,21:16:50,57.63,42.08,
server_12,21:16:30,21:17:00,59.15,54.25,
server_12,21:16:40,21:17:10,60.85,51.38,
server_12,21:16:50,21:17:20,56.66,58.67,
server_12,21:17:00,21:17:30,61.90,49.98,
server_12,21:17:10,21:17:40,61.64,42.74,
server_12,21:17:20,21:17:50,63.01,36.55,
server_12,21:17:30,21:18:00,56.16,31.44,
server_12,21:17:40,21:18:10,47.08,43.92,
server_12,21:17:50,21:18:20,53.72,59.51,
server_12,21:18:00,21:18:30,53.20,74.60,
server_12,21:18:10,21:18:40,56.99,59.87,
server_12,21:18:20,21:18:50,51.28,47.62,
server_12,21:18:30,21:19:00,53.68,46.53,
server_12,21:18:40,21:19:10,56.99,55.13,
server_12,21:18:50,21:19:20,66.42,68.01,
server_12,21:19:00,21:19:30,69.74,59.33,
server_12,21:19:10,21:19:40,72.58,46.58,
server_12,21:19:20,21:19:50,55.19,31.09,
server_12,21:19:30,21:20:00,41.17,25.83,
server_12,21:19:40,21:20:10,31.88,35.87,
server_12,21:19:50,21:20:20,40.31,53.13,
server_12,21:20:00,21:20:30,50.94,63.60,
server_12,21:20:10,21:20:40,47.47,55.02,
server_12,21:20:20,21:20:50,53.53,46.83,
server_12,21:20:30,21:21:00,44.44,39.22,
server_12,21:20:40,21:21:10,61.67,40.42,
server_12,21:20:50,21:21:20,57.78,26.13,
server_12,21:21:00,21:21:30,68.49,24.27,
server_12,21:21:10,21:21:40,56.25,33.37,
server_12,21:21:20,21:21:50,49.67,39.81,
server_12,21:21:30,21:22:00,39.10,48.70,
server_12,21:21:40,21:22:10,37.10,44.63,
server_12,21:21:50,21:22:20,39.50,43.29,
server_12,21:22:00,21:22:30,61.46,55.72,
server_12,21:22:10,21:22:40,70.37,53.59,
server_12,21:22:20,21:22:50,78.50,68.00,CPU spike suspected
server_12,21:22:30,21:23:00,66.57,57.74,
server_12,21:22:40,21:23:10,56.79,59.13,
server_12,21:22:50,21:23:20,48.48,51.71,
server_12,21:23:00,21:23:30,43.02,45.40,
server_12,21:23:10,21:23:40,48.75,44.15,
server_12,21:23:20,21:23:50,45.56,52.44,
server_12,21:23:30,21:24:00,38.15,53.87,
server_12,21:23:40,21:24:10,32.31,52.36,
server_12,21:23:50,21:24:20,35.57,53.33,
server_12,21:24:00,21:24:30,46.28,56.46,
server_12,21:24:10,21:24:40,50.12,61.89,
server_12,21:24:20,21:24:50,47.61,48.15,
server_12,21:24:30,21:25:00,42.11,45.48,
server_12,21:24:40,21:25:10,47.25,51.76,
server_12,21:24:50,21:25:20,62.08,40.05,
server_12,21:25:00,21:25:30,74.25,49.51,
server_12,21:25:10,21:25:40,85.00,55.87,CPU spike suspected
server_12,21:25:20,21:25:50,80.64,77.22,CPU spike suspected
server_12,21:25:30,21:26:00,67.01,65.62,
server_12,21:25:40,21:26:10,50.81,59.19,
server_12,21:25:50,21:26:20,42.72,47.00,
server_12,21:26:00,21:26:30,55.35,51.64,
server_12,21:26:10,21:26:40,62.22,40.44,
server_12,21:26:20,21:26:50,64.02,45.23,
server_12,21:26:30,21:27:00,51.83,37.64,
server_12,21:26:40,21:27:10,57.61,47.71,
server_12,21:26:50,21:27:20,48.90,50.86,
server_12,21:27:00,21:27:30,47.98,67.28,
server_12,21:27:10,21:27:40,41.33,53.26,
server_12,21:27:20,21:27:50,42.91,57.06,
server_12,21:27:30,21:28:00,57.26,50.60,
server_12,21:27:40,21:28:10,60.31,69.67,
server_12,21:27:50,21:28:20,53.69,78.82,
server_12,21:28:00,21:28:30,58.40,88.90,Memory saturation suspected
server_12,21:28:10,21:28:40,50.67,81.40,Memory saturation suspected
server_12,21:28:20,21:28:50,64.17,67.56,
