ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:15:05,server_9,68.9,57.23,689.02,713.1,92.03
21:15:05,server_1,86.83,82.27,868.29,693.78,80.42
21:15:05,server_2,60.29,72.23,565.29,779.69,100.64
21:15:05,server_3,57.05,30.78,12359.15,13467.6,110.51
21:15:05,server_5,57.54,41.5,566.25,643.57,6.83
21:15:05,server_6,90.91,93.9,828.49,1211.15,72.15
21:15:05,server_7,31.6,22.13,198.69,269.47,6155.27
21:15:05,server_4,62.28,63.58,591.29,331.23,118.66
21:15:10,server_20,60.12,57.31,625.79,439.47,72.5
21:15:10,server_11,66.92,42.74,7219.69,8112.87,75.88
21:15:10,server_18,55.4,33.02,19000.92,18801.26,44.8
21:15:10,server_17,70.54,48.66,9160.99,10950.57,158.96
21:15:10,server_16,65.75,73.41,651.78,476.16,36.99
21:15:10,server_15,93.06,84.44,904.85,1278.47,107.39
21:15:10,server_14,76.86,57.23,14303.04,15947.14,114.34
21:15:10,server_13,90.43,8.02,925.47,876.27,17.59
21:15:10,server_12,43.12,56.23,451.57,416.3,24.3
21:15:10,server_19,47.71,46.16,99.71,64.26,4810.62
21:15:10,server_10,63.19,60.06,712.45,649.15,0.81
21:15:10,server_8,88.78,5.94,900.86,1178.43,76.51
21:15:10,server_1,20.93,25.82,215.26,202.99,84.47
21:15:10,server_2,35.19,22.86,143.04,145.08,5829.6
21:15:10,server_3,77.44,57.89,10708.28,8909.37,47.59
21:15:10,server_9,52.66,62.56,510.76,276.78,3.91
21:15:10,server_5,88.14,14.16,837.87,1203.84,74.97
21:15:10,server_6,99.52,17.6,992.54,1053.2,50.41
21:15:10,server_7,7.07,89.02,41.35,28.99,63.88
21:15:10,server_4,63.19,67.54,569.27,336.09,63.22
21:15:15,server_13,96.32,8.35,980.41,1043.17,134.1
21:15:15,server_20,94.3,98.72,928.87,1147.81,168.09
21:15:15,server_19,51.18,48.35,494.46,301.7,99.07
21:15:15,server_18,76.79,47.45,11840.59,14054.25,160.9
21:15:15,server_17,94.2,27.78,943.73,1045.29,47.03
21:15:15,server_16,63.54,48.64,3400.56,3792.7,1067.35
21:15:15,server_15,25.86,32.86,144.91,98.49,6114.54
21:15:15,server_14,67.4,81.41,739.39,687.54,45.77
21:15:15,server_12,47.46,62.68,433.79,633.69,0.0
21:15:15,server_11,48.6,53.88,3062.86,3387.02,1410.99
21:15:15,server_1,46.46,33.77,71.96,94.35,8528.46
21:15:15,server_9,4.72,80.67,0.0,0.0,39.17
21:15:15,server_8,53.62,70.73,506.5,725.65,92.65
21:15:15,server_7,28.83,29.95,283.32,404.3,14.22
21:15:15,server_6,70.57,40.39,14706.98,15863.72,86.23
21:15:15,server_5,44.76,34.62,101.54,90.07,3100.79
21:15:15,server_4,33.21,48.98,105.45,56.17,5494.84
21:15:15,server_3,85.22,7.48,914.49,882.02,72.67
21:15:15,server_2,13.25,86.85,142.16,211.86,0.0
21:15:15,server_10,52.22,37.41,466.9,498.11,32.45
21:15:20,server_13,52.94,64.98,480.54,345.22,0.0
21:15:20,server_14,3.65,97.43,86.45,99.49,31.98
21:15:20,server_15,49.12,45.23,483.52,673.42,52.58
21:15:20,server_16,28.3,19.76,343.39,347.84,52.26
21:15:20,server_12,27.0,50.42,192.59,245.83,0.0
21:15:20,server_18,35.08,20.46,86.22,120.05,6175.04
21:15:20,server_19,37.81,36.79,49.3,47.39,6564.02
21:15:20,server_20,50.81,54.53,502.79,645.11,0.0
21:15:20,server_17,30.48,30.97,241.97,169.94,0.0
21:15:20,server_11,93.97,91.93,976.45,1007.33,85.71
21:15:20,server_1,25.53,25.95,203.22,231.95,0.0
21:15:20,server_9,40.95,47.99,3810.22,4464.57,1351.83
21:15:20,server_8,44.41,37.23,140.7,112.94,4796.3
21:15:20,server_7,28.92,23.99,334.87,398.51,42.79
21:15:20,server_6,56.86,61.25,4166.19,4817.61,1283.81
21:15:20,server_5,29.41,35.1,305.8,365.12,27.97
21:15:20,server_4,29.63,31.43,362.25,211.83,7.37
21:15:20,server_3,27.3,24.03,241.77,183.43,93.34
21:15:20,server_2,29.14,37.42,108.11,55.47,7402.04
21:15:20,server_10,52.42,57.39,2463.33,2706.37,1439.27
21:15:25,server_13,82.92,19.0,755.08,966.66,69.68
21:15:25,server_14,53.73,60.86,499.68,415.2,101.05
21:15:25,server_15,54.75,42.3,3126.76,3639.07,1723.88
21:15:25,server_16,42.56,39.42,443.78,326.34,30.01
21:15:25,server_20,46.78,31.76,512.39,720.99,94.15
21:15:25,server_18,68.26,61.18,4121.96,3702.89,1631.58
21:15:25,server_19,35.37,41.81,347.26,191.02,10.89
21:15:25,server_12,49.07,51.33,459.27,313.66,32.53
21:15:25,server_17,26.35,45.42,63.6,40.04,4648.67
21:15:25,server_11,42.81,42.15,438.9,222.74,0.0
21:15:25,server_3,92.64,15.64,866.8,467.56,18.21
21:15:25,server_9,68.86,76.36,721.31,1016.12,125.15
21:15:25,server_2,44.87,43.76,398.36,316.96,55.7
21:15:25,server_10,93.79,27.58,924.79,1039.53,94.81
21:15:25,server_4,85.96,95.08,942.99,590.67,93.21
21:15:25,server_1,96.34,10.33,902.4,662.59,64.22
21:15:25,server_6,20.48,43.69,226.0,260.21,100.43
21:15:25,server_7,27.31,25.84,330.82,343.35,16.82
21:15:25,server_8,76.34,48.62,16400.42,18055.76,85.66
21:15:25,server_5,36.49,38.31,315.08,238.73,105.16
21:15:30,server_12,90.71,93.82,893.3,1010.68,46.54
21:15:30,server_19,75.66,45.39,10311.26,10119.09,105.43
21:15:30,server_18,82.72,11.75,811.83,458.24,150.23
21:15:30,server_17,50.71,45.7,522.19,297.01,49.82
21:15:30,server_16,59.06,71.11,608.88,561.45,4.12
21:15:30,server_15,23.55,25.5,137.66,196.51,0.0
21:15:30,server_14,45.86,64.92,409.6,303.74,57.86
21:15:30,server_13,27.77,38.68,169.21,225.25,111.93
21:15:30,server_11,49.4,34.59,55.78,32.05,9070.14
21:15:30,server_20,91.26,82.08,921.05,549.25,130.2
21:15:30,server_9,88.11,90.19,871.76,1000.1,151.14
21:15:30,server_1,29.64,33.92,354.82,460.59,67.62
21:15:30,server_2,94.02,88.14,959.92,580.32,184.64
21:15:30,server_3,3.46,91.7,15.71,20.86,26.28
21:15:30,server_4,46.45,49.7,456.57,471.28,0.0
21:15:30,server_10,80.61,4.5,790.53,1131.94,22.81
21:15:30,server_6,20.55,18.69,132.09,79.89,65.75
21:15:30,server_7,86.67,83.69,903.98,574.47,31.08
21:15:30,server_8,42.13,49.65,108.07,112.56,6837.85
21:15:30,server_5,4.42,81.58,13.5,15.89,89.17
21:15:35,server_11,60.37,60.38,1695.89,1961.81,1565.76
21:15:35,server_19,16.17,80.28,126.83,150.07,28.6
21:15:35,server_18,95.06,82.37,981.09,899.84,0.0
21:15:35,server_17,35.23,33.64,334.57,183.69,0.0
21:15:35,server_16,32.12,49.08,275.32,313.64,27.56
21:15:35,server_15,57.09,32.93,11752.32,10131.51,127.31
21:15:35,server_14,26.82,85.1,214.17,144.55,153.6
21:15:35,server_13,50.06,63.77,2655.12,2188.73,1215.52
21:15:35,server_12,25.15,33.86,181.38,153.89,3417.13
21:15:35,server_20,34.31,49.05,148.56,184.17,8550.25
21:15:35,server_10,5.17,95.54,0.0,0.0,1.53
21:15:35,server_8,29.78,43.18,337.62,195.23,0.0
21:15:35,server_7,79.56,48.2,14599.27,11897.85,9.01
21:15:35,server_6,21.13,82.91,195.16,159.57,92.58
21:15:35,server_5,25.11,17.55,336.56,191.2,153.82
21:15:35,server_4,47.41,42.5,1959.53,1755.36,1335.89
21:15:35,server_3,42.41,40.35,462.81,279.39,44.35
21:15:35,server_2,84.05,27.41,928.97,1211.25,0.0
21:15:35,server_1,0.64,89.98,25.63,33.98,21.12
21:15:35,server_9,34.22,38.56,365.79,330.62,0.0
21:15:40,server_14,58.44,45.28,531.88,702.28,69.95
21:15:40,server_15,85.25,97.19,830.12,736.71,131.91
21:15:40,server_16,62.92,52.28,4281.42,4322.49,1473.38
21:15:40,server_13,35.09,29.51,322.72,443.45,64.97
21:15:40,server_18,53.61,57.14,596.47,357.41,47.3
21:15:40,server_19,68.45,76.98,658.8,415.17,69.82
21:15:40,server_20,22.26,15.08,157.3,142.01,42.61
21:15:40,server_17,66.24,58.27,639.75,703.76,65.6
21:15:40,server_12,38.68,23.35,51.08,26.08,6778.41
21:15:40,server_11,21.45,93.09,266.04,304.43,108.59
21:15:40,server_1,89.73,9.26,826.78,726.71,5.45
21:15:40,server_9,92.89,92.9,919.46,676.76,120.55
21:15:40,server_8,99.73,88.13,998.99,1052.5,81.76
21:15:40,server_7,29.24,86.2,291.72,435.84,46.65
21:15:40,server_6,50.8,33.82,19886.98,21959.3,191.87
21:15:40,server_5,59.15,57.01,621.03,556.04,30.3
21:15:40,server_4,95.27,4.3,963.0,898.15,140.28
21:15:40,server_3,78.67,30.89,10621.78,10484.1,49.0
21:15:40,server_2,24.53,22.4,258.38,330.1,73.7
21:15:40,server_10,23.31,28.28,266.2,165.2,79.95
21:15:45,server_13,55.16,46.8,578.43,435.3,0.0
21:15:45,server_14,52.68,52.2,554.31,300.42,33.45
21:15:45,server_15,31.45,53.36,307.34,292.73,7.94
21:15:45,server_20,91.62,88.53,881.79,835.09,88.98
21:15:45,server_18,54.74,53.56,578.31,451.95,90.35
21:15:45,server_19,24.19,27.6,1.39,0.91,7694.75
21:15:45,server_12,34.73,47.18,356.74,226.23,45.71
21:15:45,server_16,65.83,77.11,650.29,369.37,78.3
21:15:45,server_11,26.36,36.73,255.17,359.36,32.81
21:15:45,server_17,53.03,64.68,4469.12,3725.55,1386.11
21:15:45,server_9,99.51,90.44,1023.51,979.81,81.9
21:15:45,server_10,52.66,37.01,19545.75,15865.68,190.66
21:15:45,server_2,28.7,43.71,275.08,364.09,0.0
21:15:45,server_3,23.48,28.29,352.5,462.45,0.0
21:15:45,server_4,2.07,87.05,92.04,104.19,4.32
21:15:45,server_1,99.51,16.38,926.24,1169.83,89.17
21:15:45,server_6,53.96,35.19,7504.32,8182.98,130.51
21:15:45,server_7,88.77,1.41,913.69,963.05,230.14
21:15:45,server_8,85.25,87.04,822.38,476.3,177.46
21:15:45,server_5,48.93,61.63,553.96,386.54,60.0
21:15:50,server_20,54.07,72.77,474.14,667.16,17.46
21:15:50,server_12,87.33,93.23,864.97,663.54,76.93
21:15:50,server_19,68.69,34.45,9837.27,10784.93,125.29
21:15:50,server_18,96.73,91.46,1003.01,647.21,156.41
21:15:50,server_17,19.26,80.33,113.33,82.51,107.54
21:15:50,server_16,92.17,27.7,904.3,751.32,58.38
21:15:50,server_15,26.39,21.6,359.24,202.21,41.86
21:15:50,server_14,7.25,99.93,26.88,19.69,88.71
21:15:50,server_13,99.85,12.74,1004.37,917.3,0.0
21:15:50,server_11,93.9,28.14,929.27,594.65,69.45
21:15:50,server_7,96.47,85.13,997.69,1397.9,67.41
21:15:50,server_9,33.22,31.57,390.21,450.34,0.0
21:15:50,server_8,14.12,84.4,196.85,286.8,44.59
21:15:50,server_6,21.84,33.97,151.09,163.25,7475.48
21:15:50,server_5,90.49,80.67,981.67,1045.96,55.25
21:15:50,server_4,18.68,94.08,162.68,138.08,0.0
21:15:50,server_3,47.88,54.06,2234.8,2191.33,1802.99
21:15:50,server_2,32.1,33.41,1.9,2.65,8120.46
21:15:50,server_1,33.72,28.28,146.14,103.11,7807.49
21:15:50,server_10,20.44,27.86,192.67,156.97,58.27
21:15:55,server_15,5.72,97.29,24.45,15.55,93.84
21:15:55,server_13,62.97,63.32,635.78,409.43,166.1
21:15:55,server_14,32.72,47.72,59.44,54.57,3576.74
21:15:55,server_16,86.17,98.04,947.98,759.4,125.65
21:15:55,server_12,47.36,43.58,83.66,77.45,9095.63
21:15:55,server_18,44.42,48.12,158.69,105.51,7759.26
21:15:55,server_19,59.05,35.16,9068.55,8385.55,72.17
21:15:55,server_20,85.44,14.2,905.72,1005.81,0.0
21:15:55,server_17,30.41,38.72,255.72,135.53,68.57
21:15:55,server_11,8.05,91.16,70.85,89.77,14.18
21:15:55,server_1,12.4,96.2,149.42,92.76,0.0
21:15:55,server_9,37.69,47.1,401.34,500.81,0.62
21:15:55,server_2,43.36,65.03,490.69,348.07,0.0
21:15:55,server_3,69.74,54.59,637.32,387.27,114.75
21:15:55,server_4,25.54,36.33,191.68,187.38,7936.55
21:15:55,server_10,67.91,84.59,673.05,489.05,109.71
21:15:55,server_6,57.51,42.09,4632.31,4229.84,1053.3
21:15:55,server_7,49.52,33.28,190.72,136.26,6069.92
21:15:55,server_8,59.74,73.95,665.78,755.59,113.03
21:15:55,server_5,98.58,14.42,1018.56,1306.67,64.18
21:16:00,server_13,97.79,94.81,1006.63,849.47,164.61
21:16:00,server_20,43.36,20.78,64.19,65.24,7223.24
21:16:00,server_19,63.7,50.76,2397.88,2876.34,1793.23
21:16:00,server_18,64.63,40.63,11289.85,10908.76,190.8
21:16:00,server_17,86.45,87.97,826.49,509.74,76.73
21:16:00,server_16,98.08,12.01,1024.7,1018.25,50.82
21:16:00,server_15,21.19,32.98,149.55,122.42,28.52
21:16:00,server_14,97.71,91.33,1004.29,1313.96,78.1
21:16:00,server_12,64.29,63.39,3779.76,4158.32,589.76
21:16:00,server_11,58.18,75.43,639.11,330.65,121.43
21:16:00,server_1,98.8,85.43,930.31,1154.32,160.2
21:16:00,server_9,83.33,19.38,764.48,527.3,5.84
21:16:00,server_8,40.06,48.72,108.35,135.21,4535.94
21:16:00,server_7,53.53,65.38,599.18,302.47,94.06
21:16:00,server_6,23.13,24.96,138.52,106.58,5689.66
21:16:00,server_5,26.5,95.24,229.65,179.48,14.71
21:16:00,server_4,55.24,54.7,552.55,808.71,48.65
21:16:00,server_3,27.64,88.13,265.44,262.57,55.56
21:16:00,server_2,63.7,57.63,668.88,786.82,0.0
21:16:00,server_10,72.82,31.78,7876.66,6393.94,93.22
21:16:05,server_13,63.2,85.51,681.64,626.94,141.42
21:16:05,server_14,87.93,96.24,836.92,965.59,60.36
21:16:05,server_15,2.08,96.67,0.0,0.0,27.26
21:16:05,server_16,40.2,62.3,3764.26,3421.85,1639.23
21:16:05,server_12,44.09,33.92,508.92,682.28,16.81
21:16:05,server_18,53.82,75.88,482.07,556.49,45.11
21:16:05,server_19,57.68,66.73,660.11,404.24,88.51
21:16:05,server_20,63.87,72.62,560.29,407.66,6.82
21:16:05,server_17,29.53,38.68,358.92,312.55,18.62
21:16:05,server_11,85.7,99.76,866.68,1218.75,91.56
21:16:05,server_1,38.96,39.63,352.14,466.27,155.45
21:16:05,server_9,55.38,49.04,558.66,447.88,74.86
21:16:05,server_8,65.11,55.32,16094.07,16794.27,23.76
21:16:05,server_7,94.98,92.67,940.34,1248.94,28.64
21:16:05,server_6,98.52,97.35,1039.04,594.27,180.66
21:16:05,server_5,62.47,74.96,650.47,783.87,29.69
21:16:05,server_4,32.93,56.02,303.1,223.57,0.0
21:16:05,server_3,48.55,23.15,103.73,65.72,6846.07
21:16:05,server_2,98.61,92.59,946.18,1244.22,145.03
21:16:05,server_10,59.34,41.33,1962.11,1595.65,1650.06
21:16:10,server_13,62.28,67.64,685.92,717.18,0.0
21:16:10,server_14,8.81,82.35,41.82,47.75,15.34
21:16:10,server_15,86.13,92.62,912.79,1292.25,168.62
21:16:10,server_16,58.49,50.5,4263.26,3706.65,1173.77
21:16:10,server_20,93.41,98.45,928.73,513.28,137.59
21:16:10,server_18,86.24,90.7,889.34,449.75,67.16
21:16:10,server_19,23.34,37.56,125.08,165.62,0.0
21:16:10,server_12,45.57,47.98,418.73,492.56,75.34
21:16:10,server_17,26.25,30.48,61.93,49.14,3540.29
21:16:10,server_11,46.19,51.01,517.0,453.3,0.0
21:16:10,server_1,14.29,83.37,154.19,208.27,105.38
21:16:10,server_9,94.33,12.02,858.7,861.55,39.72
21:16:10,server_2,52.49,51.45,2926.32,2720.25,1375.29
21:16:10,server_3,74.86,34.08,9835.82,9188.15,23.6
21:16:10,server_4,95.05,17.87,964.78,1137.11,158.97
21:16:10,server_10,41.49,38.64,426.91,529.13,0.0
21:16:10,server_6,91.33,8.07,913.22,1152.97,0.0
21:16:10,server_7,56.77,68.08,534.63,636.39,0.0
21:16:10,server_8,97.77,98.26,1005.43,1121.58,61.3
21:16:10,server_5,74.31,52.7,15135.33,14200.95,5.45
21:16:15,server_12,22.75,91.47,202.62,196.7,0.0
21:16:15,server_19,69.35,44.32,8188.33,8692.21,185.33
21:16:15,server_18,66.47,63.26,1396.4,1392.94,1096.13
21:16:15,server_17,99.14,83.19,1050.16,1184.06,79.37
21:16:15,server_16,93.57,19.33,983.65,1110.26,23.5
21:16:15,server_15,48.29,36.58,456.28,362.01,0.0
21:16:15,server_14,55.23,59.16,497.35,256.23,68.89
21:16:15,server_13,92.32,95.24,879.51,732.99,3.42
21:16:15,server_20,58.61,77.47,525.95,592.06,40.87
21:16:15,server_11,23.82,42.15,123.51,142.73,8498.83
21:16:15,server_9,68.85,66.83,3958.91,3417.05,1509.18
21:16:15,server_8,55.3,64.31,653.17,498.23,109.77
21:16:15,server_7,65.42,48.64,6013.16,4979.38,141.55
21:16:15,server_6,47.46,24.68,477.09,605.59,5.07
21:16:15,server_5,52.64,41.83,16703.05,14611.17,2.55
21:16:15,server_4,3.86,97.36,54.85,57.14,30.04
21:16:15,server_3,50.29,44.09,6842.06,6777.76,107.28
21:16:15,server_2,35.47,40.81,124.15,167.72,5817.72
21:16:15,server_1,60.99,55.35,2290.43,2155.76,983.44
21:16:15,server_10,7.8,84.98,71.39,50.07,66.42
21:16:20,server_13,49.81,50.22,439.07,373.88,68.85
21:16:20,server_14,24.97,31.8,184.45,105.78,48.2
21:16:20,server_15,46.17,27.58,186.47,238.0,6721.52
21:16:20,server_16,95.8,92.86,1053.08,1048.86,47.1
21:16:20,server_12,20.5,23.49,146.09,143.66,0.0
21:16:20,server_20,46.53,39.86,137.06,168.84,8211.31
21:16:20,server_18,55.48,51.02,487.9,500.05,32.4
21:16:20,server_19,48.79,50.81,385.26,208.77,89.44
21:16:20,server_17,31.64,43.93,277.04,231.82,36.51
21:16:20,server_11,30.27,26.81,61.46,66.65,9468.48
21:16:20,server_3,98.85,85.2,1052.09,1570.5,10.7
21:16:20,server_9,32.92,39.8,242.63,167.29,87.52
21:16:20,server_10,83.04,28.39,911.29,1001.45,22.0
21:16:20,server_2,82.91,23.46,857.47,1193.77,37.58
21:16:20,server_4,39.61,56.44,359.46,341.54,75.92
21:16:20,server_1,93.62,11.02,976.21,1394.11,0.0
21:16:20,server_6,51.04,37.21,13221.97,13147.77,134.88
21:16:20,server_7,50.99,32.72,516.79,513.3,79.8
21:16:20,server_5,91.54,82.87,871.03,1026.4,87.3
21:16:20,server_8,56.21,44.82,13618.27,11351.75,40.88
21:16:25,server_20,74.31,49.4,7392.92,7060.12,70.29
21:16:25,server_19,55.25,41.93,2860.31,2944.33,1116.46
21:16:25,server_18,24.29,25.43,257.67,385.77,1.18
21:16:25,server_17,60.04,59.27,559.24,393.1,0.0
21:16:25,server_16,44.22,34.56,535.28,610.92,39.69
21:16:25,server_15,94.28,26.28,961.14,759.42,0.0
21:16:25,server_14,66.31,74.61,679.25,607.32,153.11
21:16:25,server_12,86.7,25.03,839.25,697.52,48.57
21:16:25,server_11,24.43,24.69,317.14,387.27,60.4
21:16:25,server_13,23.76,33.19,186.12,242.29,24.64
21:16:25,server_9,10.96,93.9,118.0,163.7,6.28
21:16:25,server_10,4.62,92.64,23.28,31.11,107.85
21:16:25,server_2,98.67,81.35,990.95,1330.99,84.46
21:16:25,server_3,66.79,75.71,555.86,374.2,59.96
21:16:25,server_4,91.33,24.18,927.79,530.58,16.32
21:16:25,server_1,41.31,52.26,316.08,200.37,11.36
21:16:25,server_6,63.53,56.87,3203.33,3462.91,684.12
21:16:25,server_7,28.92,42.17,246.33,267.06,33.6
21:16:25,server_8,43.59,65.85,4052.13,3487.08,1082.16
21:16:25,server_5,52.25,46.61,515.56,422.51,81.47
21:16:30,server_12,88.32,97.91,894.77,534.12,75.18
21:16:30,server_20,58.54,52.4,477.09,369.84,73.09
21:16:30,server_19,55.14,30.02,11806.32,12452.57,168.59
21:16:30,server_18,12.37,87.61,75.46,101.8,20.34
21:16:30,server_17,39.9,28.01,446.27,663.24,81.88
21:16:30,server_16,45.61,48.35,454.87,298.19,0.0
21:16:30,server_15,87.77,98.4,879.86,716.65,119.5
21:16:30,server_14,50.07,59.28,1684.76,1456.8,599.52
21:16:30,server_13,26.88,83.79,192.2,234.82,65.41
21:16:30,server_11,67.59,62.7,1308.14,1331.43,1604.77
21:16:30,server_3,82.95,25.21,748.49,684.97,21.6
21:16:30,server_9,21.5,32.73,105.25,131.83,8123.17
21:16:30,server_10,25.45,34.67,184.66,272.8,7775.86
21:16:30,server_2,63.33,62.48,644.84,354.95,53.22
21:16:30,server_4,59.67,62.99,4962.23,5341.98,1016.57
21:16:30,server_1,95.71,0.71,862.06,872.09,92.52
21:16:30,server_6,22.41,34.93,183.84,121.54,0.0
21:16:30,server_7,27.12,27.9,219.58,310.47,109.03
21:16:30,server_8,20.17,43.09,107.09,77.97,9180.39
21:16:30,server_5,21.33,24.34,54.58,34.0,4373.35
21:16:35,server_12,31.99,42.16,350.27,235.07,32.89
21:16:35,server_20,99.0,93.45,908.72,1291.81,109.71
21:16:35,server_19,58.14,64.53,632.02,854.63,156.17
21:16:35,server_18,86.53,88.0,845.39,483.96,99.1
21:16:35,server_17,59.16,62.22,571.3,736.29,112.23
21:16:35,server_16,74.29,43.8,12987.59,11534.24,73.58
21:16:35,server_15,86.16,87.56,850.24,1171.98,85.69
21:16:35,server_14,96.57,80.71,1017.84,1460.36,69.35
21:16:35,server_11,30.36,12.13,347.31,273.93,46.18
21:16:35,server_13,55.52,73.85,536.24,399.58,117.05
21:16:35,server_9,91.39,87.1,950.31,562.41,9.31
21:16:35,server_2,86.8,6.79,950.37,556.7,64.15
21:16:35,server_3,52.61,50.94,589.77,373.44,82.89
21:16:35,server_4,48.0,52.73,2047.35,1695.8,1341.97
21:16:35,server_5,45.83,57.02,540.84,797.23,57.9
21:16:35,server_1,43.23,35.6,413.99,498.58,69.99
21:16:35,server_7,78.91,47.44,17239.35,19837.55,78.76
21:16:35,server_10,66.8,78.24,716.23,993.71,115.96
21:16:35,server_8,22.84,15.45,205.68,120.79,0.0
21:16:35,server_6,7.52,82.7,98.8,106.34,103.28
21:16:40,server_12,33.65,34.24,388.07,263.57,11.87
21:16:40,server_19,33.99,29.85,66.77,98.24,9054.46
21:16:40,server_18,83.17,25.38,774.83,517.68,47.19
21:16:40,server_17,96.69,4.8,899.22,1139.82,37.92
21:16:40,server_16,37.34,38.13,422.03,341.3,86.18
21:16:40,server_15,55.99,57.64,4656.77,5350.1,571.07
21:16:40,server_14,48.04,53.6,479.18,450.55,0.0
21:16:40,server_13,33.23,22.72,14.89,9.7,6871.88
21:16:40,server_11,2.74,87.9,37.95,27.7,1.69
21:16:40,server_20,10.16,87.6,109.77,55.3,48.99
21:16:40,server_9,92.81,9.42,967.29,520.44,121.72
21:16:40,server_1,29.16,82.12,270.09,254.79,55.67
21:16:40,server_2,57.11,56.34,2761.98,3113.23,1909.95
21:16:40,server_3,88.08,88.31,936.01,1375.05,61.09
21:16:40,server_4,46.88,49.75,442.18,237.46,40.73
21:16:40,server_10,61.33,68.55,580.93,528.2,81.98
21:16:40,server_6,37.54,47.55,359.65,213.56,69.5
21:16:40,server_7,99.92,95.91,992.68,865.39,166.61
21:16:40,server_8,59.2,54.29,3699.81,4357.81,788.61
21:16:40,server_5,48.45,66.08,2054.38,1732.02,537.5
21:16:45,server_11,45.72,31.99,353.29,432.58,0.0
21:16:45,server_19,56.07,67.85,473.92,496.17,20.99
21:16:45,server_18,45.14,51.64,475.78,410.07,94.47
21:16:45,server_17,52.83,65.2,487.47,263.64,61.93
21:16:45,server_16,31.15,53.8,286.39,182.88,10.0
21:16:45,server_15,49.89,47.15,555.08,424.25,17.09
21:16:45,server_14,14.02,95.73,152.98,106.38,53.33
21:16:45,server_13,47.46,32.63,181.49,204.94,7400.89
21:16:45,server_12,84.6,29.67,838.5,670.44,46.91
21:16:45,server_20,45.88,21.7,79.03,112.46,8438.56
21:16:45,server_10,84.14,2.67,809.78,561.92,11.99
21:16:45,server_8,23.29,27.12,265.32,145.39,27.63
21:16:45,server_7,65.13,63.57,667.16,756.42,142.83
21:16:45,server_6,98.67,28.8,916.02,1265.22,86.32
21:16:45,server_5,39.2,24.33,410.61,589.44,28.16
21:16:45,server_4,20.0,37.93,151.7,185.8,2.66
21:16:45,server_3,31.04,33.19,367.96,190.27,0.0
21:16:45,server_2,63.74,67.82,617.0,401.73,129.58
21:16:45,server_1,53.51,56.25,569.01,782.38,96.29
21:16:45,server_9,88.98,82.98,879.0,1152.2,51.21
21:16:50,server_13,62.89,61.69,578.52,712.84,46.86
21:16:50,server_14,42.46,41.06,397.13,214.23,42.37
21:16:50,server_15,51.66,52.0,4717.58,4970.52,1805.97
21:16:50,server_16,99.12,0.96,1093.24,1230.7,59.66
21:16:50,server_19,45.07,52.41,496.17,441.49,85.57
21:16:50,server_20,4.36,82.26,23.95,34.01,24.57
21:16:50,server_18,46.84,48.15,1696.69,2014.58,1305.45
21:16:50,server_12,55.59,52.07,491.0,638.22,0.0
21:16:50,server_17,41.62,40.15,366.6,353.8,0.0
21:16:50,server_11,2.62,95.98,0.0,0.0,115.23
21:16:50,server_3,12.62,80.08,110.73,102.86,64.97
21:16:50,server_9,98.41,88.3,1057.94,919.01,146.27
21:16:50,server_8,67.95,34.55,18062.23,18224.33,173.06
21:16:50,server_7,88.12,99.02,871.67,882.56,120.77
21:16:50,server_6,70.6,49.43,9200.45,10504.74,87.11
21:16:50,server_5,2.82,88.26,0.0,0.0,83.78
21:16:50,server_4,64.16,59.35,16341.27,13184.71,77.4
21:16:50,server_2,69.14,43.35,3721.9,3811.13,521.44
21:16:50,server_1,50.27,49.75,553.23,404.93,40.25
21:16:50,server_10,62.5,31.35,9037.51,7622.13,68.92
21:16:55,server_13,38.62,34.2,178.01,217.27,3023.69
21:16:55,server_14,18.36,88.87,187.45,168.03,133.33
21:16:55,server_15,30.83,46.17,188.23,99.16,3846.52
21:16:55,server_16,91.24,97.07,873.88,1270.83,165.89
21:16:55,server_20,51.28,53.01,581.92,700.3,113.53
21:16:55,server_18,34.16,32.14,349.69,338.34,60.19
21:16:55,server_19,8.88,89.84,15.03,18.23,49.8
21:16:55,server_12,60.75,69.45,665.93,613.17,46.04
21:16:55,server_17,98.9,19.11,1006.18,1398.12,0.0
21:16:55,server_11,85.54,97.33,821.07,733.01,135.08
21:16:55,server_10,15.31,87.31,153.7,188.24,8.42
21:16:55,server_9,63.49,63.61,642.21,790.92,34.26
21:16:55,server_2,33.77,29.46,249.21,361.25,38.66
21:16:55,server_3,99.25,86.7,945.8,1413.61,167.65
21:16:55,server_4,53.65,60.03,516.43,374.74,40.91
21:16:55,server_1,41.09,41.93,152.97,162.12,6160.13
21:16:55,server_6,48.56,65.9,559.01,484.15,31.95
21:16:55,server_7,21.41,14.16,295.7,154.17,0.0
21:16:55,server_8,37.35,41.03,385.16,258.72,0.0
21:16:55,server_5,46.48,54.43,390.15,342.34,0.0
21:17:00,server_12,38.67,31.4,336.32,471.71,49.46
21:17:00,server_19,28.23,32.28,38.85,37.27,9930.94
21:17:00,server_18,51.89,52.81,14095.08,13333.98,70.34
21:17:00,server_17,21.9,30.9,164.77,242.87,7137.72
21:17:00,server_16,73.21,38.38,13884.74,11690.0,84.37
21:17:00,server_15,91.38,96.92,993.84,1146.48,92.87
21:17:00,server_14,67.44,72.72,747.27,649.49,98.09
